Route stop,Business,Address,Phone,Category,Accepted profile link,Profile link search status,Profile link search evidence
780,Little Kitchen,"2401 Polk Street, San Francisco",(415) 922-5526,restaurant,,SEARCHED - no high-confidence profile link found,No high-confidence Yelp/Booksy/social profile link was retained.
781,Ramen Sho Ryu,"2123 Polk Street, San Francisco, CA, 94109",(415) 400-4732,restaurant,https://www.facebook.com/Ramenshoryuusa/menu/,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
782,Pearly Nails,2015 Van Ness Avenue,(415) 567-2866,beauty,https://www.yelp.com/biz/pearly-nails-san-francisco-2,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
783,Union Nails,"1601 Pacific Avenue, San Francisco, California, 94109 (reverse-geocoded approximate)",(415) 931-0414,beauty,https://www.facebook.com/pages/Union-Nails/111843398891720,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
784,West Coast Nails,"1821 Larkin Street, San Francisco, 94109",(415) 928-1859,beauty,,SEARCHED - no high-confidence profile link found,No high-confidence Yelp/Booksy/social profile link was retained.
785,Tong's Cleaners,"1667 Leavenworth Street, San Francisco, CA",(415) 771-1467,laundry,,SEARCHED - no high-confidence profile link found,No high-confidence Yelp/Booksy/social profile link was retained.
786,Nadya,"Taylor Street, San Francisco, CA, 94109",(415) 851-0863,beauty,,SEARCHED - no high-confidence profile link found,No high-confidence Yelp/Booksy/social profile link was retained.
787,Faces Plus,"1019 Pacific Avenue, San Francisco",(415) 474-9615,beauty,https://www.facebook.com/Faces-Plus-Skin-Spa-652826898183635/,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
788,Yong Chang Hair Design,"942 Pacific Avenue, San Francisco",(415) 693-9282,hairdresser,https://www.yelp.com/biz/yong-chang-hair-design-san-francisco,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
789,A&A Hair Design,"835 Broadway, San Francisco, CA",(415) 989-8285,hairdresser,https://www.yelp.com/biz/a-and-a-hair-design-san-francisco,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
790,Jason's Salon,"807 Broadway, San Francisco, CA",(415) 699-4629,hairdresser,,SEARCHED - no high-confidence profile link found,No high-confidence Yelp/Booksy/social profile link was retained.
791,Comprehensive Dental Care,"Broadway, San Francisco, California, 94133 (reverse-geocoded approximate)",(415) 392-0788,dentist,,SEARCHED - no high-confidence profile link found,No high-confidence Yelp/Booksy/social profile link was retained.
792,Lana Beauty Salon,"784 Broadway, San Francisco, CA, 94133",(415) 986-5172,hairdresser,https://www.yelp.com/biz/lana-beauty-salon-san-francisco,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
793,Happy Chinese Restaurant,"1326 Powell Street, San Francisco",(415) 398-1268,restaurant,,SEARCHED - no high-confidence profile link found,No high-confidence Yelp/Booksy/social profile link was retained.
794,Powell Florist,"1230 Powell Street, San Francisco, CA",(415) 781-8788,florist,https://www.yelp.com/biz/powell-florist-san-francisco,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
795,Fang Yi Fashion,"872 Jackson Street, San Francisco, CA",(415) 866-3433,clothes,,SEARCHED - no high-confidence profile link found,No high-confidence Yelp/Booksy/social profile link was retained.
796,Yan Yang Beauty Salon,"864 Jackson Street, San Francisco, CA",(415) 433-1888,hairdresser,https://www.yelp.com/biz/yan-yang-beauty-salon-san-francisco,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
797,Ha Tea,"1170 Powell Street, San Francisco, CA",(415) 757-0849,cafe,https://www.yelp.com/biz/ha-tea-san-francisco,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
798,Jenny Hair Salon,"1117 Powell Street, San Francisco, CA",(415) 982-2833,hairdresser,,SEARCHED - no high-confidence profile link found,No high-confidence Yelp/Booksy/social profile link was retained.
799,A Salon,"999 Powell Street, San Francisco, CA",(415) 399-9888,hairdresser,,SEARCHED - no high-confidence profile link found,No high-confidence Yelp/Booksy/social profile link was retained.
800,Joy's Hair Salon,894 Washington Street,(415) 391-3832,hairdresser,,SEARCHED - no high-confidence profile link found,No high-confidence Yelp/Booksy/social profile link was retained.
801,Lucky Creation,"854 Washington Street, San Francisco",(415) 989-0818,restaurant,https://www.yelp.com/biz/lucky-creation-vegetarian-restaurant-san-francisco,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
802,Sweetheart Cafe,"909 Grant Avenue, San Francisco, CA",(415) 262-9989,cafe,https://www.yelp.com/biz/sweetheart-cafe-san-francisco,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
803,Golden Star Vietnamese Restaurant,11 Walter U. Lum Place,(415) 398-1215,restaurant,https://www.yelp.com/biz/golden-star-vietnamese-restaurant-san-francisco,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
804,Golden King Vietnamese Restaurant,757 Clay Street,(415) 217-6888,restaurant,,SEARCHED - no high-confidence profile link found,No high-confidence Yelp/Booksy/social profile link was retained.
805,Zhen Mei Hair Salon,749 Clay Street,(415) 549-6626,hairdresser,https://www.yelp.com/biz/zhen-mei-hair-salon-san-francisco,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
806,Artist Hair Design,719 Clay Street,(415) 989-1238,hairdresser,https://www.facebook.com/pages/Touched-By-An-Artist-Hair-Design/121043937920680/,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
807,Kay Beauty & Skin Care,"615 Kearny Street, San Francisco, CA",+1 415 3982633;+1 415 3926868,beauty,https://www.facebook.com/kayskincaresanfrancisco/,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
808,Jinshan Cafe,781 Sacramento Street,(415) 466-8117,cafe,,SEARCHED - no high-confidence profile link found,No high-confidence Yelp/Booksy/social profile link was retained.
809,Sushi Boat Restaurant,700 Grant Avenue,(415) 872-9008,restaurant,https://www.yelp.com/biz/sushi-boat-restaurant-san-francisco-2,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
810,L.D Jewelry,"Grant Avenue, San Francisco, California, 94108 (reverse-geocoded approximate)",(415) 391-1883,jewelry,,SEARCHED - no high-confidence profile link found,No high-confidence Yelp/Booksy/social profile link was retained.
811,Sutter Cafe,"330 Sutter Street, San Francisco, CA, 94108",(415) 434-3309,cafe,https://www.yelp.com/biz/sutter-cafe-san-francisco,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
812,Richard's Hair Design,"330 Sutter Street, San Francisco, CA, 94108",(415) 981-7028,hairdresser,https://www.yelp.com/biz/richards-hair-design-san-francisco,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
813,BLOOMING ALLEY,"330 Sutter Street, San Francisco, CA, 94108",(415) 391-6574,florist,https://www.instagram.com/blooming.alley/,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
814,Tailored Salon,"266 Sutter Street, San Francisco, CA, 94108",(415) 501-9205,beauty,https://booksy.com/en-us/183053_tailored-salon_hair-salon_134715_san-francisco,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
815,HB Alterations,"Claude Lane, San Francisco, California, 94108 (reverse-geocoded approximate)",(415) 986-2959,tailor,,SEARCHED - no high-confidence profile link found,No high-confidence Yelp/Booksy/social profile link was retained.
816,Boydstun & Klingner CPA's,"235 Montgomery Street, San Francisco, CA, 94104",(415) 986-9900,accountant,https://www.yelp.com/biz/boydstun-and-klingner-cpas-san-francisco,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
817,Caffè Bianco,"39 Sutter Street, San Francisco, CA, 94104",(415) 780-1807,cafe,https://www.yelp.com/biz/caffe-bianco-san-francisco,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
818,Caramba,"2nd Street, San Francisco, California, 94104 (reverse-geocoded approximate)",(415) 543-8226,restaurant,https://www.yelp.com/biz/caramba-san-francisco,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
819,St. John,"767 Market Street, San Francisco, CA, 94103",(415) 856-0420,clothes,https://www.yelp.com/biz/st-john-boutique-san-francisco-2,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
820,Cable Car Coffee,900 Market Street,(415) 470-0170,cafe,,SEARCHED - no high-confidence profile link found,No high-confidence Yelp/Booksy/social profile link was retained.
821,Taquerria Castillo B2,"10 Mason Street, San Francisco, CA, 94102",(415) 986-0426,restaurant,https://www.yelp.com/biz/taqueria-castillo-b-san-francisco,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
822,Ady Barber & Beauty,"Mission Street, San Francisco, California, 94103 (reverse-geocoded approximate)",(415) 341-1047,hairdresser,https://www.facebook.com/pages/Eduards-Barber-Shop/105448724235406,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
823,Mộng Thu,248 Hyde Street,(415) 928-6724,restaurant,,SEARCHED - no high-confidence profile link found,No high-confidence Yelp/Booksy/social profile link was retained.
824,Larkin Restaurant,"607 Larkin Street, San Francisco, CA",(415) 400-4463,restaurant,https://www.yelp.com/biz/larkin-restaurant-san-francisco,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
825,Cafe 450 Eurest Dining,"450 Golden Gate Avenue, San Francisco, CA, 94102",(415) 621-0874,cafe,,SEARCHED - no high-confidence profile link found,No high-confidence Yelp/Booksy/social profile link was retained.
826,Pronto Pizza & Espresso,"798 Eddy Street, San Francisco",(415) 921-1999,restaurant,https://www.toasttab.com/local/order/pronto-pizzeria-sf-798-eddy-street,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
827,Jarin Thia Cuisine,"Ellis Street, San Francisco, California, 94102 (reverse-geocoded approximate)",(415) 563-5746,restaurant,,SEARCHED - no high-confidence profile link found,No high-confidence Yelp/Booksy/social profile link was retained.
828,Sam's Bakery,"753 Polk Street, San Francisco",(415) 834-5682,bakery,https://www.yelp.com/biz/sam-s-bakery-san-francisco,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
829,Wok Shop Cafe,"1233 Van Ness Avenue, San Francisco, CA, 94109",(415) 771-2142,restaurant,https://www.yelp.com/biz/wok-shop-cafe-san-francisco,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
830,Fingertips,"1309 Sutter Street, San Francisco",(415) 567-2092,beauty,https://www.yelp.com/biz/fingertips-nail-salon-san-francisco,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
831,Village Pizzeria,"1243 Van Ness Avenue, San Francisco, CA",(415) 673-7771,restaurant,https://www.yelp.com/biz/village-pizzeria-san-francisco-5,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
832,Piroo,"1101 Polk Street, San Francisco, CA, 94109",(415) 757-0756,restaurant,,SEARCHED - no high-confidence profile link found,No high-confidence Yelp/Booksy/social profile link was retained.
833,Wen's Kitchen,"1150 Polk Street, San Francisco, CA, 94109",(415) 771-6888,restaurant,,SEARCHED - no high-confidence profile link found,No high-confidence Yelp/Booksy/social profile link was retained.
834,Armando for Hair,"Sutter Street, San Francisco, California, 94164 (reverse-geocoded approximate)",(415) 441-1724,hairdresser,https://www.facebook.com/pages/Armando-for-Hair/152665818083902/,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
835,Ling's Salon,648 Hyde Street,(415) 921-8402,hairdresser,https://www.yelp.com/biz/lings-salon-san-francisco,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
836,Ling Beauty Salon,753 O'Farrell Street,(415) 361-6779,beauty,https://www.yelp.com/biz/ling-beauty-salon-san-francisco,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
837,Mayfair Beauty Salon,"333;335 Hyde Street, San Francisco, California, 94102 (reverse-geocoded approximate)",(415) 474-4853,beauty,https://www.yelp.com/biz/mayfair-beauty-salon-san-francisco,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
838,Mom Banh Mi,"411 Ellis Street, San Francisco, CA",(415) 796-2492,cafe,https://www.yelp.com/biz/mom-banh-mi-san-francisco,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
839,Cafecito,"406 Ellis Street, San Francisco, CA, 94102",(415) 874-9508,cafe,https://www.yelp.com/biz/cafecito-coffee-shop-san-francisco,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
840,Pho Tan Hoa,431;435 Jones Street,(415) 673-3163,restaurant,https://www.yelp.com/biz/pho-tan-hoa-san-francisco,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
841,El Rincon Yucateco,"491 O'Farrell Street, San Francisco, CA",(415) 872-9231,fast_food,,SEARCHED - no high-confidence profile link found,No high-confidence Yelp/Booksy/social profile link was retained.
842,Marcela's Taqueria,"595 Geary Street, San Francisco, CA, 94102",(415) 658-7950,fast_food,https://www.instagram.com/marcelasmarketgrill/,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
843,Crystal Spa,"577 Geary Street, San Francisco, CA",(415) 829-7553,beauty,https://www.yelp.com/biz/crystal-spa-san-francisco,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
844,Sugarcoat Salon,"619 Post Street, San Francisco",(415) 441-1868,beauty,,SEARCHED - no high-confidence profile link found,No high-confidence Yelp/Booksy/social profile link was retained.
845,Ton Ton Japanese Ramen House,"422 Geary Street, San Francisco, CA",(415) 874-9664,restaurant,,SEARCHED - no high-confidence profile link found,No high-confidence Yelp/Booksy/social profile link was retained.
846,Nave Cafe,"242 Powell Street, 94102",(415) 601-2677,cafe,https://www.yelp.com/biz/cafe-nave-san-francisco,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
847,Noori Stitch,"Powell Street, San Francisco, California, 94108 (reverse-geocoded approximate)",(510) 695-4471,tailor,,SEARCHED - no high-confidence profile link found,No high-confidence Yelp/Booksy/social profile link was retained.
848,Maru Sushi,"529 Powell Street, San Francisco, CA, 94108",(415) 393-9911,restaurant,https://www.yelp.com/biz/maru-sushi-san-francisco,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
849,Beanstalk Cafe,"724 Bush Street, 94108",(415) 576-1966,cafe,https://www.yelp.com/biz/beanstalk-cafe-san-francisco-2,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
850,Fresh Brew Coffee,882 Bush Street,(415) 567-0915,cafe,https://www.yelp.com/biz/fresh-brew-coffee-san-francisco?start=20,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
851,Tina's Salon,"931 Bush Street, San Francisco, CA",(415) 346-5725,beauty,,SEARCHED - no high-confidence profile link found,No high-confidence Yelp/Booksy/social profile link was retained.
852,Metropolitan,1018 Bush Street,(925) 293-6463,hairdresser,,SEARCHED - no high-confidence profile link found,No high-confidence Yelp/Booksy/social profile link was retained.
853,Morning Fix Cafe,"1008 Bush Street, San Francisco, CA",(415) 875-9598,cafe,https://www.yelp.com/biz/the-morning-fix-san-francisco,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
854,Cafe Bean,800 Sutter Street,(415) 928-0888,cafe,,SEARCHED - no high-confidence profile link found,No high-confidence Yelp/Booksy/social profile link was retained.
855,Cup of Joy,896 Sutter Street,(415) 563-7745,cafe,https://www.yelp.com/biz/a-cup-of-joy-san-francisco-3,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
856,The Floral Designer,963 Hyde Street,(415) 775-2757,florist,https://www.yelp.com/biz/the-floral-designer-san-francisco-2,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
857,Hair on Hyde,1402 California Street,(415) 674-9689,hairdresser,,SEARCHED - no high-confidence profile link found,No high-confidence Yelp/Booksy/social profile link was retained.
858,Costa Del Sol Tanning,"1426 California Street, San Francisco, CA",(415) 771-3577,beauty,https://www.facebook.com/costadelsoltanningsalon/,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
859,Lady Goldfingers,1432 California Street,(415) 441-8857,beauty,https://www.yelp.com/biz/lady-goldfingers-san-francisco-2?override_cta=Request+an+appointment,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
860,Hair Future,1434 California Street,(415) 771-9577,hairdresser,https://www.yelp.com/biz/ilyas-hair-future-san-francisco?start=10,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
861,CC Nail Spa,"1472 California Street, San Francisco, CA",(415) 887-8989,beauty,,SEARCHED - no high-confidence profile link found,No high-confidence Yelp/Booksy/social profile link was retained.
862,Zee Continental Jewelry,1546 Polk Street,(415) 775-2935,jewelry,https://www.yelp.com/biz/zee-continental-san-francisco,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
863,Lan's Formal Wear,"1538;1540;1542;1544 Polk Street, San Francisco, California, 94109 (reverse-geocoded approximate)",(415) 921-2615,clothes,https://www.yelp.com/biz/lans-formal-wear-san-francisco,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
864,Cordon Bleu,"1574 California Street, San Francisco, CA, 94109",(415) 673-5637,restaurant,https://www.yelp.com/biz/cordon-bleu-san-francisco,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
865,Victor's Pizzeria & Restaurant,"1411 Polk Street, San Francisco, CA",(415) 885-1660,restaurant,https://www.yelp.com/biz/victors-pizzeria-and-italian-restaurant-san-francisco?start=820,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
866,Aicha,"1303 Polk Street, San Francisco, CA",(415) 345-9947,restaurant,,SEARCHED - no high-confidence profile link found,No high-confidence Yelp/Booksy/social profile link was retained.
867,Sammy's Cafe,"1416 Bush Street, San Francisco, CA",(415) 749-1938,cafe,,SEARCHED - no high-confidence profile link found,No high-confidence Yelp/Booksy/social profile link was retained.
868,La Fina Estampa,"1407 Bush Street, San Francisco, CA, 94109",(415) 345-1685,restaurant,https://www.yelp.com/biz/la-fina-estampa-san-francisco,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
869,Route 101,"1332 Van Ness Avenue, San Francisco, CA, 94109",(415) 874-9360,bar,https://www.yelp.com/biz/route-101-sf-san-francisco,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
870,Wayo,"1407 Van Ness Avenue, San Francisco, CA",(415) 561-9598,restaurant,https://www.yelp.com/biz/wayo-sushi-san-francisco,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
871,9 Nail Spa,"Franklin Street, San Francisco, California, 94164 (reverse-geocoded approximate)",(415) 567-3861,beauty,,SEARCHED - no high-confidence profile link found,No high-confidence Yelp/Booksy/social profile link was retained.
872,San Francisco Animal Medical Center,2343 Fillmore Street,(415) 872-1872,veterinary,https://www.yelp.com/biz/san-francisco-animal-medical-center-san-francisco?override_cta=Get+pricing+&+availability,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
873,Elite Fine Jewelry,2480 Sacramento Street,(415) 931-9100,jewelry,https://www.yelp.com/biz/elite-fine-jewelry-san-francisco-2?override_cta=Request+a+consultation,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
874,Trio Nails,1832 Buchanan Street,(415) 931-9261,beauty,https://www.yelp.com/biz/trio-nails-san-francisco-2,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
875,Osakaya,"Geary Boulevard, San Francisco, California, 95115 (reverse-geocoded approximate)",(415) 922-2728,restaurant,,SEARCHED - no high-confidence profile link found,No high-confidence Yelp/Booksy/social profile link was retained.
876,Asian American Medical Center,"1630 Geary Boulevard, CA",(415) 346-2828,dentist,https://www.yelp.com/biz/grace-medical-clinic-san-francisco,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
877,Geomantic Salon,1221 Divisadero Street,(415) 549-7276,hairdresser,https://www.yelp.com/biz/geomantic-salon-sf-san-francisco?override_cta=Request+an+appointment,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
878,Sung's Automotive,999 Divisadero Street,(412) 346-5976,car_repair,https://www.yelp.com/biz/sungs-automotive-service-center-san-francisco,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
879,NewBills Barbershop & Salon,781 Divisadero Street,(415) 374-4353,hairdresser,https://www.facebook.com/Qsbarbershop2420/,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
880,Katsuo+Kombu,559 Divisadero Street,(415) 829-3150,restaurant,,SEARCHED - no high-confidence profile link found,No high-confidence Yelp/Booksy/social profile link was retained.
881,Club Waziema,"543 Divisadero Street, San Francisco, 94117",(415) 346-6641,restaurant,https://www.yelp.com/biz/club-waziema-san-francisco,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
882,Sohn & Song Accountancy Corp.,3001 Geary Boulevard,(415) 379-6860,accountant,,SEARCHED - no high-confidence profile link found,No high-confidence Yelp/Booksy/social profile link was retained.
883,"Yan Kalika D.M.D., M.S.",3412 Geary Boulevard,(415) 752-0654,dentist,,SEARCHED - no high-confidence profile link found,No high-confidence Yelp/Booksy/social profile link was retained.
884,Hair Touch,341 Balboa Street,(415) 876-7728,beauty,,SEARCHED - no high-confidence profile link found,No high-confidence Yelp/Booksy/social profile link was retained.
885,O'Keeffe's,"598 5th Avenue, San Francisco, CA, 94118",(415) 751-1449,bar,,SEARCHED - no high-confidence profile link found,No high-confidence Yelp/Booksy/social profile link was retained.
886,Muguboka,"401 Balboa Street, San Francisco, 94118",(415) 668-6007,restaurant,https://www.yelp.com/biz/muguboka-restaurant-san-francisco,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
887,Luxury Spa,405 Balboa Street,(415) 702-6351,beauty,https://www.yelp.com/biz/luxury-spa-san-francisco,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
888,Xiao Yu's Kitchen,560 Balboa Street,(415) 742-4392,restaurant,https://www.yelp.com/biz/xiao-yu-s-kitchen-san-francisco-2,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
889,The Richmond,"615 Balboa Street, San Francisco, CA, 94118",(415) 379-8988,restaurant,https://www.yelp.com/biz/the-richmond-san-francisco,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
890,Celandine Day Spa,404 8th Avenue,(415) 666-0800,beauty,https://www.yelp.com/biz/celandine-day-spa-san-francisco,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
891,Muu Kara Thai Charcoal BBQ,"4217 Geary Boulevard, San Francisco, CA, 94118",(415) 702-6565,restaurant,https://www.yelp.com/biz/muukata6395-thai-charcoal-bbq-san-francisco,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
892,"Donald S. Lim, D.D.S",4215 Geary Boulevard,(415) 387-0220,dentist,,SEARCHED - no high-confidence profile link found,No high-confidence Yelp/Booksy/social profile link was retained.
893,LH Restaurant,"4142 Geary Boulevard, San Francisco, CA, 94118",(415) 387-1234,restaurant,https://www.yelp.com/biz/l-h-restaurant-san-francisco,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
894,D & A Cafe,407 Clement Street,(415) 668-7883,restaurant,,SEARCHED - no high-confidence profile link found,No high-confidence Yelp/Booksy/social profile link was retained.
895,Chocococo,455 Clement Street,(628) 233-8088,clothes,,SEARCHED - no high-confidence profile link found,No high-confidence Yelp/Booksy/social profile link was retained.
896,Wing Lee B.B.Q. Restaurant,501 Clement Street,(415) 831-7883,fast_food,https://www.yelp.com/biz/wing-lee-bbq-san-francisco,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
897,Wing Lee Bakery,503 Clement Street,(415) 668-9481,bakery,,SEARCHED - no high-confidence profile link found,No high-confidence Yelp/Booksy/social profile link was retained.
898,Golden Phoenix Hair Salon,514 Clement Street,(415) 752-4524,hairdresser,https://www.yelp.com/biz/golden-phoenix-hair-design-san-francisco,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
899,Fame Hair Design,616 Clement Street,(415) 386-8617,hairdresser,https://www.yelp.com/biz/fame-hair-design-san-francisco,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
900,Red A Bakery,634 Clement Street,(415) 668-8881,fast_food,,SEARCHED - no high-confidence profile link found,No high-confidence Yelp/Booksy/social profile link was retained.
901,Xiao Long Bao Restaurant,625 Clement Street,(415) 666-3998,fast_food,,SEARCHED - no high-confidence profile link found,No high-confidence Yelp/Booksy/social profile link was retained.
902,Clement BBQ,617 Clement Street,(415) 666-3328,restaurant,https://www.facebook.com/pages/Hawaiian+style+bbq+At+Clement+Street!/392862734067552/,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
903,Moku Yakitori,"312 8th Avenue, San Francisco, CA, 94118",(415) 379-4113,restaurant,https://www.yelp.com/biz/moku-yakitori-ya-san-francisco,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
904,SF Smiles Dental,319 8th Avenue,(415) 668-2600,dentist,https://www.facebook.com/AllSmilesSF/,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
905,May's Hair Design,"746 Clement Street, San Francisco, CA, 94118",(415) 379-9928,hairdresser,https://www.yelp.com/biz/mays-hair-design-san-francisco?override_cta=Request+information,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
906,Sewa,"815 Clement Street, San Francisco, CA, 94118",(415) 742-4596,restaurant,,SEARCHED - no high-confidence profile link found,No high-confidence Yelp/Booksy/social profile link was retained.
907,Chongqing Hot Pot,832 Clement Street,(415) 831-8811,restaurant,,SEARCHED - no high-confidence profile link found,No high-confidence Yelp/Booksy/social profile link was retained.
908,Lime Tree,"836 Clement Street, CA, 94118",(415) 831-8811,restaurant,https://www.yelp.com/biz/lime-tree-southeast-asian-kitchen-san-francisco-2,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
909,Beam Properties,1124 12th Avenue,(415) 729-7250,estate_agent,,SEARCHED - no high-confidence profile link found,No high-confidence Yelp/Booksy/social profile link was retained.
910,Korean Village Wooden Charcoal,4611 Geary Boulevard,(415) 751-6336,restaurant,,SEARCHED - no high-confidence profile link found,No high-confidence Yelp/Booksy/social profile link was retained.
911,Express Pupuseria,4715 Geary Boulevard,(415) 666-3534,fast_food,https://www.facebook.com/people/Express-Liquor-and-pupuseria/100068025159891/,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
912,"Randolph Yip, DDS","4800;4804 Geary Boulevard, San Francisco, California, 94118 (reverse-geocoded approximate)",(415) 221-4800,dentist,https://www.yelp.com/biz/randolph-yip-dds-san-francisco,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
913,Sagarmatha Kitchen,4828 Geary Boulevard,(415) 571-8105,restaurant,https://www.yelp.com/biz/sagarmatha-kitchen-san-francisco,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
914,amphawa,5020 Geary Boulevard,(415) 221-2824,restaurant,https://www.yelp.com/biz/amphawa-san-francisco-2?start=400,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
915,Sweet Mango,5217 Geary Boulevard,(415) 668-8812,cafe,https://www.yelp.com/biz/sweet-mango-dessert-and-cafe-san-francisco-3,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
916,Buffalo Burgers,"5317 Geary Boulevard, San Francisco, CA, 94121",(415) 668-1267,fast_food,https://www.yelp.com/biz/buffalo-burger-restaurant-san-francisco,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
